Company_Name,Website,Location,Minimum Project Size,Average Hourly Rate,Number of Employees,Percent AI Service Focus,Ciudad,Estado,Pais,Disponibilidad_MinProject,Disponibilidad_HourlyRate,Employees_Num,Tamaño_Empleados,Clasificación por número de empleados,Tipo de proveedor / segmento de análisis,Segmentación servicios AI,Descripción Segmentación,Clasificación por regiones,Transparencia_Comercial,continent,country,iso_code,conteo_pais
ToolofNorthAmerica,http://toolofna.com/,"Santa Monica, CA",Undisclosed,Undisclosed,50 - 249,20%,Santa Monica,CA,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,0,North America,USA,USA,917
TheArcherGroup,https://www.archer-group.com,"Wilmington, DE",Undisclosed,Undisclosed,50 - 249,20%,Wilmington,DE,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,0,North America,USA,USA,917
Volume,https://volume.ai/,"Wokingham, United Kingdom",Undisclosed,Undisclosed,50 - 249,20%,Wokingham,,United Kingdom,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,0,Europe,United Kingdom,GBR,304
TurnKeyLender,https://turnkey-lender.com,Singapore,"$1,000+",Undisclosed,50 - 249,20%,Singapore,,Singapore,Informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,1,Asia,Singapore,SGP,24
RevUnit,https://revunit.com,"Bentonville, AR","$50,000+",Undisclosed,50 - 249,20%,Bentonville,AR,USA,Informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,1,North America,USA,USA,917
Embroker,https://www.embroker.com/industry/cannabis,"San Francisco, CA",Undisclosed,Undisclosed,50 - 249,20%,San Francisco,CA,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,0,North America,USA,USA,917
Xomnia,https://www.xomnia.com/,"Amsterdam, Netherlands",Undisclosed,Undisclosed,50 - 249,20%,Amsterdam,,Netherlands,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,0,Europe,Netherlands,NLD,26
uData,https://udata.tech/,"Bondi Beach, Australia","$5,000+",$25 - $49 / hr,10 - 49,30%,Bondi Beach,,Australia,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Oceanía,2,Oceania,Australia,AUS,96
AlignedResearchGroupLLC,https://www.alignedresearch.co,"Los Gatos, CA","$10,000+",$25 - $49 / hr,10 - 49,30%,Los Gatos,CA,USA,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,2,North America,USA,USA,917
CogniBe,http://Www.cognibe.com,"Warszawa, Poland","$5,000+",$25 - $49 / hr,10 - 49,40%,Warszawa,,Poland,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,Poland,POL,147
Innventures,https://www.inventures.cl/,"Santiago, Chile","$5,000+",$25 - $49 / hr,10 - 49,40%,Santiago,,Chile,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Sur,2,South America,Chile,CHL,13
SMARTCONSULTINGSOLUTIONS,http://www.smartcs.sg,"Singapore, Singapore","$5,000+",Undisclosed,10 - 49,40%,Singapore,,Singapore,Informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,1,Asia,Singapore,SGP,24
Oriserve.com,https://oriserve.com/,"Delhi, India","$1,000+",Undisclosed,10 - 49,40%,Delhi,,India,Informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,1,Asia,India,IND,441
SoftElevation,https://www.softelevation.com/,"Chandigarh, India","$10,000+",< $25 / hr,10 - 49,40%,Chandigarh,,India,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,2,Asia,India,IND,441
TransatlanticTechnologyandServices,https://tatastech.com/,"Delaware City, DE",Undisclosed,Undisclosed,10 - 49,40%,Delaware City,DE,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,0,North America,USA,USA,917
StrategyWise,https://strategywise.com/,"Birmingham, AL",Undisclosed,Undisclosed,10 - 49,25%,Birmingham,AL,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,0,North America,USA,USA,917
Woveon,https://www.woveon.com/,"New York, NY",Undisclosed,Undisclosed,10 - 49,25%,New York,NY,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,0,North America,USA,USA,917
ScalabilityExpertsInc.,http://www.scalabilityexperts.com/,"Coppell, TX",Undisclosed,Undisclosed,10 - 49,25%,Coppell,TX,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,0,North America,USA,USA,917
ValdonGroupGmbH,http://www.valdon.ch,"Zürich, Switzerland","$10,000+",$100 - $149 / hr,2 - 9,33%,Zürich,,Switzerland,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,Switzerland,CHE,21
Aitomation,https://aitomation.com/,"San Francisco, CA","$1,000+",$25 - $49 / hr,2 - 9,30%,San Francisco,CA,USA,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,2,North America,USA,USA,917
Muoro,http://muoro.io,"New York, NY","$25,000+",$25 - $49 / hr,2 - 9,30%,New York,NY,USA,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,2,North America,USA,USA,917
Byndyusoft,https://byndyusoft.com,"London, United Kingdom",Undisclosed,$50 - $99 / hr,50 - 249,10%,London,,United Kingdom,No informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,1,Europe,United Kingdom,GBR,304
Wozify,https://wozify.com/,"Budapest, Hungary","$10,000+",$50 - $99 / hr,10 - 49,20%,Budapest,,Hungary,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,Hungary,HUN,6
SogoServices,https://www.sogoservices.com,"Tel Aviv-Yafo, Israel",Undisclosed,Undisclosed,10 - 49,40%,Tel Aviv-Yafo,,Israel,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Oriente Medio,0,Middle East,Israel,ISR,10
SolutionAnalysts,https://www.solutionanalysts.com/mobile-app-development/,"Ahmedabad, India","$10,000+",< $25 / hr,50 - 249,10%,Ahmedabad,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
Xyonix,https://www.xyonix.com,"Seattle, WA","$5,000+",$200 - $300 / hr,2 - 9,90%,Seattle,WA,USA,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,2,North America,USA,USA,917
Peak11,https://www.peak11.com/,"Kraków, Poland","$25,000+",$50 - $99 / hr,10 - 49,15%,Kraków,,Poland,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,Poland,POL,147
DevRain,https://devrain.com,"Klevan', Ukraine","$5,000+",$25 - $49 / hr,10 - 49,20%,Klevan',,Ukraine,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,Ukraine,UKR,92
ITPathSolutions,http://www.itpathsolutions.com,"Ahmedabad, India","$5,000+",< $25 / hr,50 - 249,10%,Ahmedabad,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
"ModeGames-Mobile,Tablet,AR,VRandLiveEvents",http://mode-games.com,"Sydney, Australia","$5,000+",$150 - $199 / hr,10 - 49,10%,Sydney,,Australia,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Oceanía,2,Oceania,Australia,AUS,96
MindTitan,https://mindtitan.com/,"Tallinn, Estonia","$1,000+",$100 - $149 / hr,10 - 49,60%,Tallinn,,Estonia,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,2,Europe,Estonia,EST,17
LembergSolutions,https://lembergsolutions.com/,"L'viv, Ukraine","$10,000+",$50 - $99 / hr,50 - 249,10%,L'viv,,Ukraine,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,Ukraine,UKR,92
Alphamoon,https://alphamoon.ai,"Wrocław, Poland","$10,000+",$50 - $99 / hr,10 - 49,60%,Wrocław,,Poland,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,2,Europe,Poland,POL,147
NeuroSYS,http://www.neurosys.com/,"Wrocław, Poland","$25,000+",$50 - $99 / hr,50 - 249,30%,Wrocław,,Poland,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Europa,2,Europe,Poland,POL,147
"AlgoscaleTechnologies,Inc.",https://algoscale.com/,"Noida, India","$10,000+",$25 - $49 / hr,50 - 249,50%,Noida,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Asia,2,Asia,India,IND,441
LotusLabsInc,https://lotuslabs.ai/,"Chandler, AZ","$50,000+",$100 - $149 / hr,10 - 49,70%,Chandler,AZ,USA,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,2,North America,USA,USA,917
Headspring,https://headspring.com/,"Austin, TX",Undisclosed,$150 - $199 / hr,50 - 249,10%,Austin,TX,USA,No informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,1,North America,USA,USA,917
CicadaTechnologies,http://www.cicadatech.eu,"Cluj-Napoca, Romania","$25,000+",$50 - $99 / hr,10 - 49,10%,Cluj-Napoca,,Romania,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,2,Europe,Romania,ROU,27
Marvik,http://www.marvik.ai,"Montevideo, Uruguay","$25,000+",$100 - $149 / hr,10 - 49,80%,Montevideo,,Uruguay,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Sur,2,South America,Uruguay,URY,22
ITCreativeLabs,http://itcreativelabs.com/,"New York, NY","$1,000+",$50 - $99 / hr,10 - 49,20%,New York,NY,USA,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,2,North America,USA,USA,917
Arohatech,https://www.arohatech.com,"Noida, India","$1,000+",< $25 / hr,50 - 249,10%,Noida,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Asia,2,Asia,India,IND,441
NeuronsLab,https://neurons-lab.com/,"London, United Kingdom","$25,000+",$100 - $149 / hr,10 - 49,100%,London,,United Kingdom,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,2,Europe,United Kingdom,GBR,304
Numlabs,https://numlabs.com/en/,"Kraków, Poland","$25,000+",$25 - $49 / hr,10 - 49,70%,Kraków,,Poland,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,2,Europe,Poland,POL,147
CoreLogic,https://www.core-logic.com,"Kraków, Poland",Undisclosed,$50 - $99 / hr,10 - 49,10%,Kraków,,Poland,No informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,Europa,1,Europe,Poland,POL,147
Darwoft,http://www.darwoft.com/,"Hillsboro, OR","$5,000+",$25 - $49 / hr,50 - 249,10%,Hillsboro,OR,USA,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,USA,USA,917
FastDataScience,https://fastdatascience.com,"Thornton Heath, United Kingdom","$1,000+",$200 - $300 / hr,2 - 9,80%,Thornton Heath,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,2,Europe,United Kingdom,GBR,304
FalcoMatics,https://falcomatics.com,"Troy, MI","$5,000+",$25 - $49 / hr,10 - 49,60%,Troy,MI,USA,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",América del Norte,2,North America,USA,USA,917
UPlanetInc,https://uplanet.biz/,"Parker, CO","$10,000+",$25 - $49 / hr,50 - 249,20%,Parker,CO,USA,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,América del Norte,2,North America,USA,USA,917
InteliWISEAI,https://inteliwise.com/,"Warszawa, Poland","$1,000+",$25 - $49 / hr,50 - 249,90%,Warszawa,,Poland,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,2,Europe,Poland,POL,147
KODA,https://usekoda.com,"Wrocław, Poland","$10,000+",$25 - $49 / hr,10 - 49,60%,Wrocław,,Poland,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,2,Europe,Poland,POL,147
BrossardAppDesign,https://brossarddesign.com/,"Toronto, Canada","$25,000+",$50 - $99 / hr,10 - 49,19%,Toronto,,Canada,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Service residual,Empresa diversificada cuya participación de IA es limitada o residual,América del Norte,2,North America,Canada,CAN,126
SOR'UN,https://www.sorun.com.tr/en/home,"London, United Kingdom",Undisclosed,Undisclosed,10 - 49,70%,London,,United Kingdom,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
Queppelin,http://www.queppelin.com,"Gurugram, India","$10,000+",< $25 / hr,50 - 249,25%,Gurugram,,India,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,2,Asia,India,IND,441
DeCypherDataLabsLLC,https://www.decypherdatalabs.com/,"Chicago, IL","$10,000+",$200 - $300 / hr,Freelancer,100%,Chicago,IL,USA,Informado,Informado,0,No informado,No aplica,Freelancer,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,2,North America,USA,USA,917
Botosynthesis,http://www.botosynthesis.com,"Udaipur, India","$1,000+",$25 - $49 / hr,2 - 9,100%,Udaipur,,India,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Asia,2,Asia,India,IND,441
JaganSolutions,https://www.jagansolutions.com/,"Gdynia, Poland","$25,000+",$100 - $149 / hr,2 - 9,80%,Gdynia,,Poland,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,2,Europe,Poland,POL,147
